"Forest","Agriculture","Urban","Grassland","Other","Area_Total","forest_sp","agriculture_sp","generalist_sp","Sp_Total"
53260000,288930000,36700000,1678860000,442250000,2.5e+09,29,18,45,92
25630000,615480000,380160000,943780000,534950000,2.5e+09,30,19,56,105
131530000,2240000,540000,246510000,2119180000,2.5e+09,30,24,56,110
279420000,1510530000,24200000,316700000,369150000,2.5e+09,38,36,76,150
177720000,1765650000,6100000,275440000,275090000,2.5e+09,28,24,59,111
350550000,1022860000,5640000,4.81e+08,639950000,2.5e+09,33,28,70,131
48390000,1637350000,19100000,575030000,220130000,2.5e+09,31,31,78,140
314940000,1306160000,11060000,181790000,686050000,2.5e+09,35,35,78,148
305690000,1269610000,10680000,44370000,869650000,2.5e+09,28,32,64,124
104330000,64350000,75100000,6800000,1823710000,2074290000,26,21,49,96
114180000,1325100000,101850000,71710000,887160000,2.5e+09,30,32,74,136
20010000,2390150000,19860000,20380000,49600000,2.5e+09,32,29,59,120
98340000,1959360000,22360000,141770000,278170000,2.5e+09,28,31,71,130
484810000,1199410000,11930000,25590000,778260000,2.5e+09,24,24,52,100
461670000,762440000,2350000,248340000,1025200000,2.5e+09,30,26,63,119
316930000,922020000,6240000,479020000,775790000,2.5e+09,30,28,74,132
182410000,1916400000,42340000,82270000,276580000,2.5e+09,35,31,67,133
225940000,778480000,24650000,14640000,1456290000,2.5e+09,32,26,70,128
136790000,750710000,8090000,3450000,1600960000,2.5e+09,29,30,62,121
243730000,1931720000,24280000,32910000,267360000,2.5e+09,27,24,50,101
177050000,1994850000,80140000,31270000,216690000,2.5e+09,29,26,66,121
244300000,1492620000,6280000,13100000,743700000,2.5e+09,32,27,65,124
486270000,918480000,7740000,4290000,1083220000,2.5e+09,31,30,57,118
115310000,1762410000,11470000,75820000,534990000,2.5e+09,31,28,61,120
16930000,2052630000,34230000,17090000,379120000,2.5e+09,28,30,61,119
58830000,457090000,35410000,0,1948670000,2.5e+09,33,28,71,132
498960000,1372050000,6470000,3080000,619440000,2.5e+09,30,28,62,120
580420000,709350000,3910000,2640000,1203680000,2.5e+09,27,23,52,102
333500000,1458870000,3310000,12960000,691360000,2.5e+09,24,24,51,99
310490000,1387510000,5520000,119670000,676810000,2.5e+09,32,27,53,112
729220000,196780000,23150000,484020000,1066830000,2.5e+09,28,30,58,116
73210000,1241440000,98990000,3340000,1083020000,2.5e+09,32,26,70,128
307800000,1374150000,23120000,0,794930000,2.5e+09,25,24,53,102
135390000,1658220000,155370000,41480000,509540000,2.5e+09,34,33,80,147
527380000,1449160000,5210000,12700000,505550000,2.5e+09,29,23,57,109
538780000,1018480000,19950000,0,922790000,2.5e+09,28,24,63,115
465950000,762500000,8840000,6790000,1255920000,2.5e+09,28,22,58,108
772010000,471320000,2940000,98510000,1155220000,2.5e+09,30,23,53,106
739550000,581680000,1110000,30220000,1147440000,2.5e+09,30,28,67,125
209990000,901850000,115750000,33840000,1238570000,2.5e+09,28,25,63,116
56430000,987090000,240870000,7e+05,1214910000,2.5e+09,32,30,81,143
46080000,1244970000,83640000,1150000,1124160000,2.5e+09,32,29,72,133
457390000,956260000,64640000,650000,1021060000,2.5e+09,34,31,77,142
378300000,508300000,4670000,656220000,952510000,2.5e+09,32,35,78,145
201010000,1774140000,45880000,411030000,67940000,2.5e+09,38,36,80,154
626350000,1255410000,39620000,132860000,445760000,2.5e+09,34,36,75,145
363600000,386730000,2460000,536460000,1210750000,2.5e+09,35,33,76,144
568290000,406610000,42240000,5.64e+08,918860000,2.5e+09,36,33,76,145
143580000,2241420000,12120000,60380000,42500000,2.5e+09,32,28,72,132
147220000,1940430000,6010000,142490000,263850000,2.5e+09,35,27,74,136
770250000,1411350000,14550000,56760000,247090000,2.5e+09,33,26,63,122
383340000,1412210000,29560000,371230000,303660000,2.5e+09,35,29,78,142
46580000,2372500000,6310000,50410000,24200000,2.5e+09,32,30,57,119
103080000,2300680000,14140000,2.5e+07,57100000,2.5e+09,31,28,69,128
119490000,2226540000,18080000,18330000,117560000,2.5e+09,35,31,71,137
256750000,1871490000,59540000,50550000,261670000,2.5e+09,32,29,72,133
1131830000,125560000,1570000,223300000,1017740000,2.5e+09,31,31,63,125
849210000,1068750000,5420000,143310000,433310000,2.5e+09,34,35,72,141
982080000,73350000,3720000,323650000,1117200000,2.5e+09,32,32,67,131
585080000,1475130000,6070000,122600000,311120000,2.5e+09,36,32,77,145
294280000,141930000,7420000,222250000,1573920000,2239800000,27,24,49,100
55750000,47410000,5760000,91550000,1479660000,1680130000,28,27,56,111
206050000,970110000,535360000,382790000,405690000,2.5e+09,36,31,79,146
410630000,1336870000,4780000,244120000,503600000,2.5e+09,32,31,65,128
507360000,279410000,83600000,801490000,828140000,2.5e+09,36,34,79,149
572850000,865400000,5750000,214080000,841920000,2.5e+09,32,29,70,131
345510000,1177800000,29480000,110930000,836280000,2.5e+09,36,34,75,145
126200000,2127250000,29480000,10780000,206290000,2.5e+09,32,30,70,132
215360000,2062410000,9710000,28430000,184090000,2.5e+09,32,33,65,130
1226790000,681080000,7620000,129950000,454560000,2.5e+09,32,32,78,142
824830000,1161830000,1660000,1.01e+08,410680000,2.5e+09,34,34,76,144
713600000,232730000,25710000,510050000,1017910000,2.5e+09,32,30,66,128
484210000,1076310000,2770000,180650000,756060000,2.5e+09,34,31,72,137
925920000,477670000,19720000,432560000,644130000,2.5e+09,30,31,67,128
527230000,1293730000,3050000,28310000,647680000,2.5e+09,36,34,74,144
12350000,94040000,30170000,4490000,1856950000,1.998e+09,31,25,53,109
150350000,519740000,133190000,54420000,1637230000,2494930000,35,28,70,133
404410000,1610740000,12300000,34180000,438370000,2.5e+09,32,28,65,125
1179840000,563530000,540000,65900000,690190000,2.5e+09,32,28,66,126
405160000,1218250000,1940000,281740000,592910000,2.5e+09,29,27,63,119
690450000,1197540000,7400000,166730000,437880000,2.5e+09,30,29,66,125
1091690000,611850000,1460000,182660000,612340000,2.5e+09,30,25,54,109
1170060000,519070000,12370000,109750000,688750000,2.5e+09,33,31,82,146
1165950000,632560000,6740000,138080000,556670000,2.5e+09,33,32,74,139
383700000,1356340000,21380000,67730000,670850000,2.5e+09,39,35,88,162
373670000,1367310000,920000,106260000,651840000,2.5e+09,32,30,69,131
1174710000,66370000,88680000,489280000,680960000,2.5e+09,29,31,68,128
631160000,1491310000,44320000,20730000,312480000,2.5e+09,36,35,82,153
1275870000,27680000,61990000,577690000,556770000,2.5e+09,34,33,71,138
693310000,1299470000,16240000,135240000,355740000,2.5e+09,37,38,85,160
43680000,639190000,106510000,328830000,1381790000,2.5e+09,37,28,71,136
2.37e+08,1144870000,150290000,240240000,727600000,2.5e+09,37,27,82,146
4690000,88740000,40670000,12080000,1969870000,2116050000,29,23,66,118
263480000,1636930000,105190000,391910000,102490000,2.5e+09,37,28,72,137
40760000,926270000,195100000,536320000,801550000,2.5e+09,34,29,75,138
487610000,954170000,8890000,158290000,891040000,2.5e+09,29,25,51,105
179570000,1788640000,7480000,3270000,521040000,2.5e+09,35,28,64,127
131700000,1965880000,24820000,1710000,375890000,2.5e+09,39,33,81,153
196100000,1695170000,17150000,42350000,549230000,2.5e+09,38,30,73,141
499460000,1443880000,5860000,2480000,548320000,2.5e+09,36,33,77,146
1164500000,229800000,12190000,713960000,379550000,2.5e+09,39,32,80,151
625470000,1248390000,48850000,15770000,561520000,2.5e+09,38,38,80,156
1044700000,457090000,24360000,808400000,165450000,2.5e+09,36,33,73,142
1237830000,364860000,2440000,153880000,740990000,2.5e+09,34,35,70,139
650180000,53060000,37850000,650000,1449160000,2190900000,33,21,45,99
595070000,510110000,177160000,212230000,972170000,2466740000,30,28,69,127
1710380000,455660000,58930000,10740000,264290000,2.5e+09,30,20,49,99
595790000,1609260000,89470000,177260000,28220000,2.5e+09,32,26,66,124
268400000,2860000,36110000,850000,1436480000,1744700000,31,25,48,104
271530000,12310000,58320000,30000,1545270000,1887460000,30,23,49,102
711380000,499790000,355840000,136650000,796340000,2.5e+09,35,29,70,134
95670000,131240000,60190000,42800000,1845780000,2175680000,37,28,68,133
67030000,11850000,16070000,4190000,1488310000,1587450000,31,24,46,101
293760000,1712970000,99840000,290600000,102830000,2.5e+09,39,30,71,140
334950000,1135200000,45670000,245910000,738270000,2.5e+09,35,27,61,123
102240000,1881020000,110690000,393150000,12900000,2.5e+09,37,28,71,136
40580000,625090000,130990000,231520000,1471820000,2.5e+09,40,31,82,153
144570000,1729910000,79800000,536400000,9320000,2.5e+09,34,29,63,126
122150000,1965140000,124950000,272650000,15110000,2.5e+09,39,27,65,131
172030000,1724640000,70970000,508740000,23620000,2.5e+09,36,28,69,133
86690000,1586510000,283360000,478830000,64610000,2.5e+09,38,31,75,144
135830000,1352160000,155620000,816120000,40270000,2.5e+09,38,29,69,136
129650000,1703280000,103900000,547670000,15500000,2.5e+09,34,27,64,125
810760000,523760000,540000,174230000,990710000,2.5e+09,29,29,63,121
105690000,2070470000,12160000,0,311680000,2.5e+09,29,27,64,120
476550000,1254270000,7030000,31230000,730920000,2.5e+09,40,41,93,174
181910000,1949230000,6800000,4990000,357070000,2.5e+09,34,30,75,139
832090000,589140000,90280000,717830000,270660000,2.5e+09,35,32,76,143
873500000,159330000,8640000,486100000,972430000,2.5e+09,36,34,78,148
449870000,1535440000,152210000,245050000,117430000,2.5e+09,29,24,52,105
1371640000,761720000,42530000,113280000,210830000,2.5e+09,30,21,51,102
261140000,2068690000,107120000,50980000,12070000,2.5e+09,36,32,61,129
536380000,1595500000,32230000,108820000,227070000,2.5e+09,33,25,57,115
274950000,1777050000,99700000,330120000,18180000,2.5e+09,34,27,58,119
586180000,1239560000,84900000,565260000,24100000,2.5e+09,36,29,74,139
524930000,1607940000,118530000,193780000,54820000,2.5e+09,39,28,75,142
29850000,260420000,40150000,344060000,1825520000,2.5e+09,29,22,51,102
158680000,443870000,59330000,681430000,1156690000,2.5e+09,34,25,61,120
48050000,147670000,14610000,645280000,1384920000,2240530000,29,21,57,107
5370000,75550000,5560000,232230000,1466730000,1785440000,27,20,49,96
1890000,78430000,29480000,404970000,1829880000,2344650000,33,28,63,124
41330000,115520000,187470000,580300000,1575380000,2.5e+09,30,18,45,93
22110000,225070000,46300000,887620000,1318570000,2499670000,30,16,45,91
323120000,29270000,0,377660000,1769950000,2.5e+09,29,24,44,97
199420000,68520000,90520000,654370000,1487170000,2.5e+09,31,23,57,111
248470000,44640000,11300000,490690000,1704900000,2.5e+09,37,32,64,133
29600000,653710000,142240000,47080000,1627370000,2.5e+09,34,26,60,120
20640000,319350000,37250000,18520000,2101890000,2497650000,33,27,62,122
89290000,317310000,91340000,638070000,1362970000,2498980000,35,26,67,128
59970000,94990000,35130000,711920000,1597990000,2.5e+09,27,22,40,89
238490000,391710000,22600000,1741120000,106080000,2.5e+09,32,19,60,111
127850000,348440000,85320000,709940000,1228450000,2.5e+09,30,24,59,113
1.63e+08,622920000,141700000,1130780000,441600000,2.5e+09,32,26,62,120
234730000,43550000,5360000,1889090000,327270000,2.5e+09,36,29,61,126
98800000,148360000,175920000,1061110000,1015810000,2.5e+09,33,25,63,121
181070000,142980000,14040000,2002560000,159350000,2.5e+09,31,24,57,112
345770000,249810000,369530000,1276590000,258300000,2.5e+09,33,24,61,118
40370000,86040000,38270000,747160000,1588160000,2.5e+09,37,30,69,136
251040000,21230000,13290000,789110000,1424300000,2498970000,34,28,59,121
255310000,200550000,69410000,1646610000,328120000,2.5e+09,29,25,58,112
279510000,238040000,14620000,1819050000,148780000,2.5e+09,32,26,57,115
31280000,92960000,182330000,249020000,1701910000,2257500000,29,21,60,110
239010000,48330000,10530000,997360000,1204770000,2.5e+09,39,32,67,138
99170000,85770000,49970000,1322900000,942190000,2.5e+09,31,27,62,120
127920000,41760000,26050000,918360000,1385910000,2.5e+09,42,35,78,155
2.24e+08,185240000,471150000,1442480000,177130000,2.5e+09,31,23,50,104
575620000,31050000,16030000,1516030000,361270000,2.5e+09,27,21,47,95
250110000,354660000,192540000,1087490000,615200000,2.5e+09,36,28,67,131
572300000,84040000,22610000,1351050000,4.7e+08,2.5e+09,36,26,58,120
248590000,1450540000,120930000,151310000,528630000,2.5e+09,33,26,64,123
179460000,1777030000,144010000,198540000,200960000,2.5e+09,31,25,53,109
275310000,1923330000,76220000,135210000,89930000,2.5e+09,32,25,58,115
414640000,1735990000,63880000,207910000,77580000,2.5e+09,30,21,45,96
20580000,251810000,51520000,7e+06,1675380000,2006290000,32,21,50,103
50220000,886460000,80770000,850020000,632530000,2.5e+09,37,27,71,135
133680000,1431710000,119230000,806980000,8400000,2.5e+09,30,22,62,114
546400000,796600000,698260000,391320000,67420000,2.5e+09,30,22,57,109
274340000,803340000,203130000,335250000,883940000,2.5e+09,35,25,74,134
144350000,1518890000,59760000,767790000,9210000,2.5e+09,29,25,54,108
242580000,596450000,252420000,1107020000,301530000,2.5e+09,33,26,61,120
67990000,1693800000,210400000,524350000,3460000,2.5e+09,28,22,56,106
91710000,1563310000,202920000,622480000,19580000,2.5e+09,29,22,58,109
82590000,746650000,187680000,1471890000,11190000,2.5e+09,30,24,58,112
165690000,1306140000,140790000,849750000,37630000,2.5e+09,32,24,61,117
111030000,300620000,256620000,1769360000,62370000,2.5e+09,35,27,65,127
84830000,1081890000,890310000,395720000,47250000,2.5e+09,30,24,62,116
19100000,116490000,177280000,715670000,1471460000,2.5e+09,33,31,62,126
99950000,173440000,409350000,1480920000,336340000,2.5e+09,29,26,60,115
161150000,180450000,575370000,1156930000,426100000,2.5e+09,32,24,62,118
126330000,117510000,49240000,1838770000,368150000,2.5e+09,31,28,58,117
128390000,11990000,30470000,1932710000,396440000,2.5e+09,34,29,56,119
68440000,907180000,451600000,249620000,823160000,2.5e+09,32,26,68,126
70810000,1202010000,33710000,537480000,655990000,2.5e+09,35,23,66,124
617570000,208680000,9720000,1192510000,471520000,2.5e+09,31,26,60,117
32470000,520130000,88590000,220290000,1372390000,2233870000,36,24,70,130
152250000,1353300000,119530000,135550000,739370000,2.5e+09,36,25,64,125
220320000,1882950000,88920000,262570000,45240000,2.5e+09,31,21,50,102
137100000,1356850000,129310000,218790000,657950000,2.5e+09,33,28,70,131
300490000,1704090000,149940000,287820000,57660000,2.5e+09,31,23,54,108
18270000,218650000,42740000,222750000,1997590000,2.5e+09,37,32,69,138
211880000,560130000,315360000,297110000,1115520000,2.5e+09,38,26,70,134
100990000,445880000,181170000,209930000,1369160000,2307130000,31,22,58,111
41860000,1828100000,2.24e+08,395590000,10450000,2.5e+09,28,22,56,106
178840000,1710420000,207400000,378200000,25140000,2.5e+09,30,21,53,104
214450000,899940000,1087200000,252580000,45830000,2.5e+09,31,24,63,118
109590000,1481330000,446270000,414070000,48740000,2.5e+09,32,25,62,119
36860000,1559950000,361430000,514200000,27560000,2.5e+09,29,22,57,108
48890000,2257940000,114690000,63880000,14600000,2.5e+09,29,22,50,101
74690000,2035210000,214740000,123700000,51660000,2.5e+09,30,24,60,114
52700000,2089500000,177100000,145860000,34840000,2.5e+09,31,22,59,112
118870000,1742210000,431660000,114210000,93050000,2.5e+09,33,28,67,128
74940000,2000780000,173890000,157780000,92610000,2.5e+09,28,16,49,93
222060000,982270000,46070000,382550000,867050000,2.5e+09,35,24,66,125
104700000,1307400000,71110000,831160000,185630000,2.5e+09,39,30,78,147
160620000,1698020000,124810000,493570000,22980000,2.5e+09,35,26,64,125
158520000,968580000,53480000,1299720000,19700000,2.5e+09,34,27,63,124
137920000,1237830000,80800000,1032900000,10550000,2.5e+09,34,27,67,128
41770000,298870000,39660000,378870000,1708870000,2468040000,37,30,73,140
71800000,784060000,92630000,1330750000,220760000,2.5e+09,34,31,66,131
18020000,478440000,108590000,206610000,1469380000,2281040000,37,30,74,141
189150000,1187060000,120420000,985850000,17520000,2.5e+09,32,29,63,124
353710000,1031730000,59660000,1029490000,25410000,2.5e+09,34,27,67,128
334790000,1120310000,126690000,901050000,17160000,2.5e+09,34,27,60,121
284210000,15030000,2390000,421780000,1776590000,2.5e+09,32,23,58,113
317960000,16760000,1550000,430400000,1733330000,2.5e+09,33,25,64,122
243870000,5100000,3240000,635950000,1611840000,2.5e+09,31,26,58,115
92800000,1880000,2730000,188740000,2213850000,2.5e+09,25,19,48,92
121610000,10600000,340000,141400000,2226050000,2.5e+09,34,23,52,109
357390000,18840000,5320000,293290000,1825160000,2.5e+09,37,25,53,115
13100000,1550000,0,174490000,2266910000,2456050000,28,19,50,97
86400000,1910000,1010000,191280000,2219400000,2.5e+09,28,20,50,98
263370000,42880000,3870000,499720000,1690160000,2.5e+09,37,22,63,122
366320000,337580000,108740000,1000480000,686880000,2.5e+09,37,25,59,121
305960000,765190000,71380000,648770000,708700000,2.5e+09,36,27,56,119
493280000,381280000,49220000,381820000,1194400000,2.5e+09,42,27,68,137
163570000,14880000,3870000,167620000,2150060000,2.5e+09,38,27,63,128
557430000,297160000,41190000,470110000,1134110000,2.5e+09,32,25,65,122
209010000,49380000,8820000,510560000,1722230000,2.5e+09,31,24,55,110
156150000,1840000,330000,234440000,2107240000,2.5e+09,34,26,59,119
363840000,75840000,9470000,296960000,1753890000,2.5e+09,29,25,55,109
163200000,79670000,15090000,591120000,1650920000,2.5e+09,34,22,54,110
8440000,8e+06,1750000,27720000,2249530000,2295440000,32,21,52,105
0,3460000,3280000,280010000,2135870000,2422620000,32,20,50,102
498310000,1391960000,30540000,1e+06,578190000,2.5e+09,33,27,68,128
87260000,927460000,20910000,50000,1460580000,2496260000,34,32,71,137
432410000,1518100000,8800000,0,540690000,2.5e+09,34,30,74,138
721560000,1.181e+09,20360000,25080000,5.52e+08,2.5e+09,31,29,74,134
787760000,788790000,4960000,37320000,881170000,2.5e+09,34,35,74,143
119500000,2124240000,23200000,2600000,230460000,2.5e+09,37,33,79,149
857570000,825600000,87890000,534480000,194460000,2.5e+09,33,30,65,128
799770000,56840000,8350000,613370000,1021670000,2.5e+09,34,32,71,137
588660000,1743570000,24290000,81570000,61910000,2.5e+09,29,22,49,100
335090000,1866830000,30370000,251480000,16230000,2.5e+09,28,19,43,90
753320000,1445200000,66620000,200120000,34740000,2.5e+09,31,24,54,109
494210000,1771290000,58040000,124230000,52230000,2.5e+09,29,19,48,96
524660000,1577950000,138830000,2.36e+08,22560000,2.5e+09,36,31,69,136
789680000,1507410000,26190000,143850000,32870000,2.5e+09,31,25,54,110
571150000,1465850000,56320000,270000,406410000,2.5e+09,33,30,70,133
1230000,270240000,14070000,250000,1759410000,2045200000,36,32,86,154
377830000,1082940000,169820000,1420000,867990000,2.5e+09,31,26,62,119
851910000,435350000,3860000,174800000,1034080000,2.5e+09,38,32,78,148
192080000,1950050000,39550000,9e+05,317420000,2.5e+09,35,32,72,139
1308340000,266900000,6190000,219830000,698740000,2.5e+09,35,33,69,137
952400000,976260000,58500000,473770000,39070000,2.5e+09,33,31,72,136
827670000,38910000,6120000,791620000,835680000,2.5e+09,35,32,70,137
726960000,1221090000,44140000,440340000,67470000,2.5e+09,35,32,69,136
851500000,75740000,9110000,567710000,995940000,2.5e+09,33,29,69,131
154910000,2159130000,67520000,82230000,36210000,2.5e+09,31,26,58,115
166470000,2096320000,28060000,179410000,29740000,2.5e+09,28,23,50,101
422080000,1818480000,72220000,127540000,59680000,2.5e+09,31,31,66,128
156220000,1899420000,361990000,33680000,48690000,2.5e+09,30,28,54,112
1129760000,995940000,33960000,295910000,44430000,2.5e+09,32,25,58,115
478240000,1709850000,52730000,234030000,25150000,2.5e+09,30,22,48,100
1102720000,807920000,45860000,447400000,96100000,2.5e+09,36,26,67,129
1042150000,875510000,30360000,341770000,210210000,2.5e+09,30,27,58,115
697500000,834140000,53090000,869150000,46120000,2.5e+09,36,26,70,132
1129970000,1054290000,62590000,215240000,37910000,2.5e+09,31,24,54,109
769590000,624260000,124710000,913080000,68360000,2.5e+09,34,25,66,125
661150000,1034520000,67080000,716650000,20600000,2.5e+09,35,24,62,121
561200000,1688760000,75730000,140090000,34220000,2.5e+09,37,29,68,134
266730000,1233270000,32230000,931880000,35890000,2.5e+09,35,26,63,124
540120000,1150530000,43390000,657580000,108380000,2.5e+09,40,33,82,155
351710000,942120000,33960000,1144450000,27760000,2.5e+09,37,27,66,130
521550000,1484550000,128110000,330400000,35390000,2.5e+09,35,30,73,138
491790000,1602110000,137880000,218940000,49280000,2.5e+09,36,28,65,129
634110000,1666350000,106950000,45720000,46870000,2.5e+09,37,30,74,141
542570000,1675510000,46430000,216110000,19380000,2.5e+09,37,29,73,139
276920000,254530000,388250000,16300000,1536860000,2472860000,35,31,73,139
1251520000,417660000,20160000,307490000,503170000,2.5e+09,36,37,75,148
983580000,418360000,23910000,690520000,383630000,2.5e+09,38,32,83,153
1117860000,806570000,203730000,15730000,356110000,2.5e+09,33,32,64,129
1451260000,699010000,36030000,49150000,264550000,2.5e+09,37,32,84,153
1131530000,448860000,159160000,2860000,757590000,2.5e+09,34,33,69,136
685130000,1407390000,56800000,207620000,143060000,2.5e+09,34,27,70,131
1271600000,164910000,23110000,527460000,512920000,2.5e+09,35,33,69,137
499850000,1188240000,57170000,67540000,687200000,2.5e+09,35,35,77,147
675100000,949320000,119690000,102200000,653690000,2.5e+09,40,40,95,175
556010000,1516970000,67180000,314300000,45540000,2.5e+09,34,27,64,125
547050000,1647520000,67490000,216390000,21550000,2.5e+09,33,29,64,126
723070000,1268450000,18240000,410640000,79600000,2.5e+09,32,28,66,126
