cell50x50,occ_ebba1,SR_ebba1,occ_ebba2,SR_ebba2,delta_SR
35VMH1,176,176,167,167,-9
35VMH2,158,158,170,170,12
35VMH3,161,161,176,176,15
35VMH4,174,174,188,188,14
35VMJ1,158,158,167,167,9
35VMJ2,148,148,162,162,14
35VMJ3,150,150,160,160,10
35VMJ4,144,144,148,148,4
35VMK1,154,154,160,160,6
35VMK2,157,157,168,168,11
35VMK3,158,158,157,157,-1
35VMK4,160,160,165,165,5
35VML1,145,145,167,167,22
35VML2,149,149,167,167,18
35VML3,142,142,161,161,19
35VML4,145,145,154,154,9
35VNC1,138,138,158,158,20
35VNC2,131,131,156,156,25
35VNC4,164,164,183,183,19
35VND1,149,149,147,147,-2
35VND2,137,137,161,161,24
35VNE1,152,152,167,167,15
35VNE2,162,162,158,158,-4
35VNF1,159,159,175,175,16
35VNF2,151,151,159,159,8
35VNH1,151,151,164,164,13
35VNH2,180,180,193,193,13
35VNH3,170,170,181,181,11
35VNJ1,150,150,164,164,14
35VNJ2,144,144,165,165,21
35VNJ3,152,152,157,157,5
35VNJ4,147,147,145,145,-2
35VNK1,146,146,163,163,17
35VNK2,150,150,169,169,19
35VNK3,142,142,158,158,16
35VNK4,149,149,139,139,-10
35VNL1,141,141,151,151,10
35VNL2,164,164,165,165,1
35VNL3,134,134,153,153,19
35VNL4,143,143,153,153,10
35VPJ1,152,152,168,168,16
35VPJ2,165,165,175,175,10
35VPK1,155,155,175,175,20
35VPK2,163,163,175,175,12
35VPL1,138,138,150,150,12
35VPL2,148,148,160,160,12
35WLM3,188,188,197,197,9
35WLM4,149,149,181,181,32
35WLN3,159,159,179,179,20
35WLP3,138,138,136,136,-2
35WLP4,151,151,165,165,14
35WMM1,180,180,194,194,14
35WMM2,153,153,163,163,10
35WMM3,152,152,171,171,19
35WMM4,153,153,166,166,13
35WMN1,161,161,171,171,10
35WMN2,177,177,205,205,28
35WMN3,144,144,140,140,-4
35WMN4,144,144,156,156,12
35WMP1,143,143,167,167,24
35WMP2,135,135,154,154,19
35WMP3,134,134,150,150,16
35WMP4,138,138,136,136,-2
35WMQ1,115,115,131,131,16
35WMQ2,126,126,130,130,4
35WMQ3,129,129,137,137,8
35WMQ4,124,124,123,123,-1
35WMR1,106,106,120,120,14
35WMR2,124,124,138,138,14
35WMR3,118,118,113,113,-5
35WMR4,128,128,130,130,2
35WMS1,71,71,83,83,12
35WMS2,113,113,109,109,-4
35WMS3,121,121,119,119,-2
35WMS4,131,131,134,134,3
35WMT1,123,123,131,131,8
35WMT2,99,99,91,91,-8
35WMT3,84,84,95,95,11
35WMT4,126,126,132,132,6
35WMU1,94,94,68,68,-26
35WMU2,94,94,87,87,-7
35WNM1,135,135,152,152,17
35WNM3,133,133,150,150,17
35WNM4,141,141,161,161,20
35WNN1,141,141,155,155,14
35WNN2,149,149,143,143,-6
35WNN4,129,129,146,146,17
35WNP1,130,130,136,136,6
35WNP2,137,137,140,140,3
35WNP3,122,122,146,146,24
35WNQ1,125,125,134,134,9
35WNQ2,130,130,152,152,22
35WNQ3,122,122,134,134,12
35WNR1,128,128,136,136,8
35WNR2,128,128,119,119,-9
35WNR4,112,112,109,109,-3
35WNS1,127,127,130,130,3
35WNS2,144,144,153,153,9
35WNT1,110,110,127,127,17
35WNT2,116,116,124,124,8
35WNT3,102,102,118,118,16
35WNT4,120,120,144,144,24
35WNU2,85,85,86,86,1
35WNU4,89,89,97,97,8
35WPM1,130,130,126,126,-4
35WPM2,135,135,153,153,18
35WPN1,142,142,137,137,-5
35WPN2,123,123,136,136,13
35WPP2,159,159,178,178,19
36VUQ3,153,153,174,174,21
36VUQ4,152,152,176,176,24
36VUR4,149,149,166,166,17
36WVC1,72,72,88,88,16
